"Code","Q Avg","Q Min","Q Max","Q % Zeros","Q % below 70%","P Avg","P Min","P Max","P % Zeros","P % below 70%","PRE Avg","PRE Min","PRE Max","PRE % Zeros","PRE % below 70%","L Avg","L Min","L Max","L % Zeros","L % below 70%","R Avg","R Min","R Max","R % Zeros","R % below 70%","OLE Avg","OLE Min","OLE Max","Exam Avg","Exam Min","Exam Max","Male","Female","CS Major","ECE major","Standing","Math Class","415 Final Grade","Q Diff","P Diff","L Diff","R Diff","Took 416","416 Grade","Took 515","515 Grade","Took 520","520 Grade","Graduated with CS Degree","Semester"
87,0.514683562,0,0.795454545,0.222222222,0.666666667,0.608461538,0,1,0.230769231,0.461538462,0,0,0,1,1,0.768418803,0,1.166666667,0.192307692,0.269230769,0.076923077,0,1,0.923076923,0.923076923,0.876666667,0.75,1,0.840458937,0.822222222,0.858695652,1,0,0,0,2,0,0.6273698,0.014823729,-0.263333333,-0.060769231,-0.142857143,1,0,0,-1,0,-1,-1,2
243,0.658702603,0,0.973684211,0.111111111,0.555555556,0.89,0.58,1,0,0.153846154,0.22,0,0.7,0.6,0.8,0.88464591,0,1.166666667,0.076923077,0.076923077,1,1,1,0,0,0.89,0.71,0.99,0.752294686,0.711111111,0.793478261,1,0,1,0,0,2,0.8408592,0.014280106,-0.055714286,-0.174078144,0,1,2.67,1,1.33,0,-1,-1,2
336,0.425401415,0.256410256,0.605263158,0,1,0.862307692,0.2,1,0,0.076923077,0.67,0.3,0.8,0,0.2,0.95514652,0.75,1.166666667,0,0,1,1,1,0,0,0.243333333,0,0.6,0.42173913,0.3,0.543478261,1,0,0,0,0,0,0.7216481,-0.26150834,0.094761905,-0.046190476,0,0,-1,0,-1,0,-1,-1,2
198,0.867025345,0.657894737,1,0,0.111111111,0.929230769,0.63,1,0,0.153846154,0.828571429,0.7,0.95,0,0,0.969887057,0.7,1,0,0,1,1,1,0,0,0.95,0.92,0.98,0.889975845,0.877777778,0.902173913,1,0,1,0,0,3,0.9225288,0.058769174,-0.103809524,-0.02481685,0,1,3.33,1,3.67,1,3.67,-1,2
19,0.681930038,0.512820513,0.795454545,0,0.555555556,0.813076923,0.28,1,0,0.230769231,0.65,0.4,0.95,0,0.6,0.737472527,0,1.166666667,0.038461538,0.346153846,0.923076923,0,1,0.076923077,0.076923077,0.456666667,0.28,0.56,0.746980676,0.722222222,0.77173913,0,1,0,1,0,0,0.7463831,-0.020531669,0.059285714,-0.134603175,0.142857143,1,0,0,-1,1,3.67,-1,2
362,0.864160891,0.763157895,0.974358974,0,0,0.730769231,0,1,0.153846154,0.307692308,0.672857143,0,1,0.2,0.2,0.922948718,0,1.166666667,0.038461538,0.076923077,0.769230769,0,1,0.230769231,0.230769231,0.913333333,0.8,0.99,0.873671498,0.869565217,0.877777778,1,0,0,0,1,6,0.8066246,-0.000364466,-0.499761905,-0.113076923,-0.5,1,3.67,1,0,0,-1,-1,2
142,0.901876489,0.772727273,0.976190476,0,0,0.937692308,0.72,1,0,0,0.891428571,0.7,1,0,0,0.984737485,0.766666667,1.166666667,0,0,1,1,1,0,0,0.896666667,0.75,1,0.950603865,0.945652174,0.955555556,1,0,1,0,0,4,0.9382915,-0.007026926,-0.045238095,-0.005372405,0,1,3.67,1,3.67,1,4,-1,2
190,0.637166487,0.514285714,0.842105263,0,0.777777778,0.717692308,0,1,0.076923077,0.307692308,0.49,0,1,0.4,0.6,0.917509158,0,1.166666667,0.038461538,0.038461538,1,1,1,0,0,0.78,0.66,0.97,0.812681159,0.766666667,0.858695652,1,0,1,0,0,2,0.7492084,0.004972793,-0.268095238,0.036605617,0,1,0,0,-1,1,3.67,-1,2
56,0.60806206,0.428571429,0.80952381,0,0.888888889,0.944615385,0.75,1,0,0,0.742857143,0.4,1,0,0.4,0.973162393,0.833333333,1.166666667,0,0,1,1,1,0,0,0.45,0.18,0.75,0.592149758,0.477777778,0.706521739,1,0,0,1,0,0,0.8269275,-0.00369923,-0.055,-0.014358974,0,1,2.67,1,2.67,0,-1,-1,2
110,0.528037013,0.289473684,0.75862069,0,0.777777778,0.934615385,0.8,1,0,0,0.775714286,0.642857143,0.9,0,0.2,0.954130037,0.5,1.166666667,0,0.038461538,0.923076923,0,1,0.076923077,0.076923077,0.4,0.04,0.76,0.657850242,0.522222222,0.793478261,1,0,0,1,0,0,0.8062027,-0.238822347,-0.055,-0.0647558,-0.166666667,1,1.33,1,1,0,-1,-1,2
333,0.741881581,0.526315789,0.9,0,0.333333333,0.468461538,0,1,0.461538462,0.538461538,0,0,0,1,1,0.7502442,0,1,0.192307692,0.192307692,0.955128205,0.666666667,1,0,0.076923077,0.85,0.77,1,0.790942029,0.766666667,0.815217391,1,0,0,0,1,0,0.6152591,-0.088142642,-0.87,-0.235531136,-0.097222222,0,-1,0,-1,0,-1,-1,2
347,0.562911626,0.282051282,0.724137931,0,0.666666667,0.963076923,0.79,1,0,0,0.817142857,0.3,1,0,0.2,0.974423077,0.825,1.166666667,0,0,1,1,1,0,0,0.283333333,0,0.62,0.641183575,0.488888889,0.793478261,0,1,0,1,0,0,0.8165333,-0.276904895,-0.045952381,-0.001410256,0,0,-1,0,-1,0,-1,-1,2
145,0.277285167,0,1,0.666666667,0.666666667,0.230769231,0,1,0.769230769,0.769230769,0,0,0,1,1,0.184615385,0,1,0.807692308,0.807692308,0,0,0,1,1,0.326666667,0,0.98,0.440217391,0,0.880434783,1,0,0,1,1,0,0.2332712,-0.4991133,-0.428571429,-0.369230769,0,0,-1,0,-1,0,-1,-1,2
128,0.714087643,0.523809524,1,0,0.444444444,0.886923077,0.09,1,0,0.076923077,0.661428571,0.4,0.85,0,0.4,0.977619048,0.833333333,1.166666667,0,0,1,1,1,0,0,0.42,0.23,0.7,0.691183575,0.588888889,0.793478261,1,0,0,1,0,0,0.8111364,0.004368963,-0.127380952,0.017753358,0,1,2,0,-1,0,-1,-1,2
81,0.845746006,0.714285714,1,0,0,0.893076923,0.1,1,0,0.076923077,0.89,0.6,1,0,0.2,0.943861416,0.7,1,0,0,1,1,1,0,0,0.706666667,0.61,0.78,0.868236715,0.858695652,0.877777778,1,0,1,0,4,0,0.8774688,0.032478683,-0.098571429,-0.023876679,0,0,-1,0,-1,0,-1,-1,2
38,0.776353303,0.692307692,0.928571429,0,0.111111111,0.951538462,0.87,1,0,0,0.847142857,0.7,1,0,0,0.893128816,0.333333333,1,0,0.076923077,0.923076923,0,1,0.076923077,0.076923077,0.883333333,0.7,1,0.839855072,0.766666667,0.913043478,1,0,1,0,0,2,0.9028356,-0.081195606,-0.05547619,-0.03506105,0.142857143,1,3,1,2,1,3.67,-1,2
293,0.833451222,0.628571429,0.965517241,0,0.111111111,0.976923077,0.93,1,0,0,0.935714286,0.75,1,0,0,0.930921856,0.7,1.166666667,0,0,0.984615385,0.8,1,0,0,0.75,0.58,0.88,0.867391304,0.8,0.934782609,0,1,1,0,4,0,0.9230406,-0.016236307,0.005714286,-0.058253968,0.028571429,0,-1,0,-1,1,3.67,-1,2
334,0.557353596,0.315789474,0.761904762,0,0.666666667,0.931538462,0.79,1,0,0,0.87,0.4,1,0,0.2,0.966706349,0.75,1.166666667,0,0,1,1,1,0,0,0.22,0.06,0.47,0.620531401,0.588888889,0.652173913,1,0,0,1,0,0,0.7890332,-0.257984356,-0.074047619,-0.023241758,0,1,2.33,1,1.67,0,-1,-1,2
166,0.299207536,0,0.620689655,0.333333333,1,0.308461538,0,1,0.538461538,0.769230769,0.315714286,0,0.928571429,0.6,0.8,0.367875458,0,1,0.461538462,0.692307692,0.692307692,0,1,0.307692308,0.307692308,0.086666667,0,0.26,0.266304348,0,0.532608696,1,0,1,0,0,2,0.3022001,-0.477209929,-0.572857143,-0.726520147,-0.666666667,0,-1,0,-1,0,-1,-1,2
295,0.755711591,0.615384615,0.9,0,0.222222222,0.852307692,0,1,0.076923077,0.153846154,1,1,1,0,0,0.772460317,0,1,0.12,0.28,0.833333333,0,1,0.166666667,0.166666667,0.836666667,0.55,0.99,0.801666667,0.773333333,0.83,1,0,1,0,2,2,0.8283,-0.072456408,-0.245714286,-0.340493997,-0.333333333,1,2.33,1,1,0,-1,-1,3
131,0.52385895,0,0.825,0.222222222,0.555555556,0.764615385,0.41,1,0,0.307692308,0,0,0,1,1,0.783222222,0,1,0.12,0.24,0,0,0,1,1,0.973333333,0.92,1,0.673333333,0.58,0.766666667,1,0,0,0,0,0,0.7095,-0.018930999,-0.284047619,-0.054540598,0,0,-1,0,-1,0,-1,-1,3
50,0.336544688,0,0.764705882,0.333333333,0.888888889,0.271538462,0,1,0.692307692,0.769230769,0.2,0,0.4,0.5,1,0.64008254,0,1,0.28,0.36,0.625565476,0,1,0.333333333,0.333333333,0.306666667,0,0.92,0.26,0,0.52,0,1,0,0,0,0,0.3664,-0.468823917,-0.504285714,-0.686437729,-0.679702381,0,-1,0,-1,0,-1,-1,3
121,0.503290009,0.170731707,0.764705882,0,0.777777778,0.779230769,0,1,0.076923077,0.230769231,0.7,0.6,0.8,0,0.5,0.825057143,0.3,1,0,0.24,0.863492063,0,1,0.083333333,0.166666667,0.3,0.02,0.82,0.578333333,0.55,0.606666667,1,0,0,0,0,0,0.702,-0.274669672,-0.326666667,-0.202020248,0.193650794,0,-1,0,-1,0,-1,-1,3
182,0.36244801,0,0.909090909,0.555555556,0.666666667,0.293846154,0,1,0.692307692,0.692307692,0,0,0,1,1,0.261333333,0,1,0.72,0.72,0.25,0,1,0.75,0.75,0.316666667,0,0.95,0,0,0,1,0,0,0,1,0,0.2972,-0.652406417,-0.545714286,-0.369017094,-0.166666667,0,-1,0,-1,0,-1,-1,3
352,0.334259259,0,0.7,0.444444444,0.888888889,0.589230769,0,1,0.307692308,0.384615385,0,0,0,1,1,0.339466667,0,1,0.6,0.68,0.666666667,0,1,0.333333333,0.333333333,0.156666667,0,0.47,0.27,0,0.54,0,1,0,1,0,0,0.4698,-0.432916667,-0.311190476,-0.503247863,-0.666666667,0,-1,0,-1,0,-1,-1,3
394,0.516816706,0.333333333,0.9,0,0.888888889,0.488461538,0,0.95,0.384615385,0.538461538,0.5,0.2,0.8,0,0.5,0.756444444,0,1,0.08,0.28,0.534722222,0,1,0.416666667,0.5,0.633333333,0.45,1,0.638333333,0.63,0.646666667,1,0,0,0,1,0,0.5734,-0.146975246,-0.656428571,-0.365847578,-0.430555556,0,-1,0,-1,0,-1,-1,3
316,0.443735377,0.051282051,0.666666667,0,1,0.849230769,0.5,1,0,0.153846154,0.4,0.2,0.6,0,1,0.796211111,0.1,1,0,0.2,0.741865079,0,1,0.083333333,0.25,0.35,0.03,0.98,0.591666667,0.53,0.653333333,1,0,0,1,0,0,0.7226,-0.202898877,-0.035714286,-0.243139754,-0.082936508,0,-1,0,-1,0,-1,-1,3
1,0.633652528,0,0.826086957,0.111111111,0.333333333,0.589230769,0,0.98,0.230769231,0.384615385,0.9,0.8,1,0,0,0.915561905,0,1,0.04,0.08,0.266666667,0,1,0.666666667,0.75,0.46,0.08,1,0.765,0.75,0.78,1,0,1,0,0,3,0.6517,-0.255725663,-0.688809524,-0.123409646,-0.2,0,-1,0,-1,0,-1,-1,3
236,0.908839927,0.846153846,1,0,0,0.878461538,0.57,1,0,0.153846154,0.8,0.8,0.8,0,0,0.956,0.7,1,0,0,0.972916667,0.8,1,0,0,0.993333333,0.98,1,0.923333333,0.92,0.926666667,1,0,1,0,0,3,0.9116,-0.034094122,0.092619048,-0.009757835,0.054166667,1,4,1,3.67,0,-1,-1,3
395,0.787765337,0.566666667,0.9,0,0.222222222,0.964615385,0.85,1,0,0,0.9,0.8,1,0,0,0.936539683,0.75,1,0,0,0.955208333,0.75,1,0,0,0.88,0.66,1,0.856666667,0.853333333,0.86,1,0,1,0,0,4,0.9224,0.105867731,-0.024047619,-0.019520757,0.047916667,1,4,1,4,0,-1,-1,3
357,0.589286793,0.153846154,0.818181818,0,0.555555556,0.489230769,0,1,0.307692308,0.615384615,0.5,0.2,0.8,0,0.5,0.871888889,0.2,1,0,0.16,0.85328373,0,1,0.083333333,0.083333333,0.363333333,0.04,1,0.576666667,0.513333333,0.64,1,0,1,0,0,2,0.5839,-0.171297229,-0.654761905,-0.131061762,-0.22093254,0,-1,0,-1,0,-1,-1,3
69,0.353320002,0,0.558823529,0.111111111,1,0.281538462,0,1,0.692307692,0.692307692,0,0,0,1,1,0.605533333,0,1,0.28,0.44,0.73125,0,1,0.25,0.25,0.356666667,0,0.9,0.405,0.32,0.49,1,0,1,0,0,2,0.3881,-0.27758013,-0.522857143,-0.338899573,-0.4625,0,-1,0,-1,0,-1,-1,3
167,0.689625963,0.484848485,0.852941176,0,0.333333333,0.755384615,0.06,1,0,0.230769231,1,1,1,0,0,0.893339683,0,1,0.04,0.04,0.985714286,0.9,1,0,0,0.543333333,0.12,0.87,0.75,0.64,0.86,1,0,0,1,0,0,0.7671,0.014368979,-0.186428571,0.083778999,0.004761905,0,-1,1,2.33,0,-1,-1,3
133,0.713329089,0.512195122,0.833333333,0,0.444444444,0.844615385,0.45,1,0,0.153846154,0.5,0.2,0.8,0,0.5,0.882965079,0.5,1,0,0.16,0.893253968,0.285714286,1,0,0.166666667,0.793333333,0.5,1,0.775,0.73,0.82,1,0,0,1,0,0,0.8274,-0.084976127,-0.150952381,-0.10239011,-0.163492063,1,3,1,2.33,0,-1,-1,3
147,0.480142651,0.146341463,0.8875,0,0.888888889,0.862307692,0.65,1,0,0.076923077,0.3,0,0.6,0.5,1,0.812547619,0,1,0.04,0.24,0.977430556,0.875,1,0,0,0.286666667,0.03,0.75,0.476666667,0.433333333,0.52,1,0,0,1,0,0,0.7294,-0.207182377,-0.072380952,-0.237137515,0.017361111,1,0,0,-1,0,-1,-1,3
60,0.804651104,0.6,0.95,0,0.333333333,0.806153846,0.32,0.97,0,0.230769231,0.3,0,0.6,0.5,1,0.800869841,0,1,0.08,0.16,0.333333333,0,1,0.666666667,0.666666667,0.913333333,0.84,1,0.888333333,0.886666667,0.89,1,0,1,0,0,3,0.818,-0.075002931,0.059761905,-0.258718966,-0.333333333,1,2.33,1,3.67,1,4,-1,3
398,0.956394047,0.869565217,1,0,0,0.991538462,0.94,1,0,0,0.9,0.8,1,0,0,0.98727619,0.833333333,1,0,0,1,1,1,0,0,1,1,1,0.958333333,0.926666667,0.99,1,0,1,0,4,6,0.984,-0.013969009,0.015714286,-0.002240537,0,0,-1,0,-1,0,-1,-1,3
338,0.508977354,0.268292683,0.735294118,0,0.777777778,0.775384615,0.12,1,0,0.307692308,0.4,0.2,0.6,0,1,0.844153968,0.083333333,1,0,0.24,0.852678571,0,1,0.083333333,0.166666667,0.28,0.05,0.66,0.633333333,0.606666667,0.66,1,0,0,0,0,2,0.7025,-0.21556967,-0.14,-0.237377646,-0.294642857,0,-1,0,-1,0,-1,-1,3
70,0.618181818,0.45,0.87804878,0,0.666666667,0.814615385,0.42,1,0,0.153846154,0,0,0,1,1,0.840590476,0.083333333,1,0,0.12,0.974206349,0.833333333,1,0,0,0.783333333,0.58,0.97,0.723333333,0.7,0.746666667,1,0,1,0,0,3,0.7864,0.102453208,-0.154047619,-0.175738706,-0.051587302,1,1,0,-1,0,-1,-1,3
277,0.849961858,0.658536585,1,0,0.111111111,0.912307692,0.66,1,0,0.076923077,0.9,0.8,1,0,0,0.8752,0,1,0.08,0.16,1,1,1,0,0,0.976666667,0.93,1,0.92,0.9,0.94,1,0,1,0,0,2,0.906,-0.056516302,-0.025952381,-0.14034188,0,1,3.67,1,3,1,3.33,-1,3
144,0.601962202,0.170731707,0.823529412,0,0.555555556,0.85,0.42,1,0,0.076923077,0.8,0.6,1,0,0.5,0.922177778,0.5,1,0,0.08,0.921904762,0.778333333,1,0,0,0.4,0.09,0.91,0.658333333,0.65,0.666666667,1,0,1,0,0,2,0.7819,-0.220946007,-0.117619048,0.004537037,-0.06452381,0,-1,0,-1,0,-1,-1,3
325,0.864080956,0.696969697,1,0,0.111111111,0.846153846,0.69,1,0,0.076923077,0.7,0.6,0.8,0,0.5,0.958380952,0.142857143,1,0,0.04,0.956547619,0.75,1,0,0,1,1,1,0.86,0.84,0.88,1,0,1,0,0,3,0.8843,0.064569851,0.044285714,-0.070680708,-0.020238095,1,3.67,1,3,1,3,-1,3
26,0.611120144,0.317073171,0.75,0,0.666666667,0.783076923,0.47,1,0,0.230769231,0.6,0.4,0.8,0,0.5,0.868919048,0.5,1,0,0.08,0.908333333,0,1,0.083333333,0.083333333,0.463333333,0.18,0.98,0.785,0.77,0.8,1,0,1,0,1,5,0.7567,-0.043763098,-0.213095238,-0.13572268,-0.15,1,2,0,-1,0,-1,-1,3
294,0.877371167,0.696969697,0.95,0,0.111111111,0.962307692,0.87,1,0,0,0.4,0,0.8,0.5,0.5,0.977244444,0.8,1,0,0,0.75,0,1,0.25,0.25,0.96,0.88,1,0.79,0.76,0.82,1,0,0,0,1,0,0.9403,0.049412665,-0.029047619,-0.007877493,-0.166666667,1,4,1,3.33,0,-1,-1,3
240,0.582385716,0,0.85,0.111111111,0.666666667,0.418461538,0,1,0.461538462,0.692307692,0.2,0,0.4,0.5,1,0.91088254,0,1,0.04,0.04,0.733333333,0,1,0.25,0.25,0.516666667,0.21,0.97,0.658333333,0.63,0.686666667,0,1,0,0,1,2,0.5725,-0.250634814,-0.353095238,-0.097138787,-0.133333333,0,-1,0,-1,0,-1,-1,3
273,0.85180913,0.636363636,0.948717949,0,0.111111111,0.88,0.63,1,0,0.153846154,0.5,0,1,0.5,0.5,0.924438095,0,1,0.04,0.04,0.916666667,0,1,0.083333333,0.083333333,1,1,1,0.86,0.86,0.86,1,0,0,0,2,0,0.8945,0.085367333,-0.086666667,0.040585063,-0.166666667,1,3.67,1,3.67,0,-1,-1,3
171,0.844375484,0.636363636,1,0,0.111111111,0.926923077,0.75,1,0,0,1,1,1,0,0,0.972228571,0.8,1,0,0,0.987847222,0.916666667,1,0,0,0.98,0.95,1,0.87,0.86,0.88,1,0,1,0,0,3,0.9251,0.051636283,-0.062380952,0.010671551,-0.003472222,1,3.33,1,3.33,1,3,-1,3
232,0.359001783,0,0.676470588,0.333333333,1,0.335384615,0,1,0.615384615,0.692307692,0.5,0.2,0.8,0,0.5,0.598042857,0,1,0.24,0.44,0.317708333,0,1,0.666666667,0.666666667,0.333333333,0,1,0.255,0,0.51,1,0,0,1,0,0,0.3989,-0.533703209,-0.622857143,-0.726960979,-0.635416667,0,-1,0,-1,0,-1,-1,3
276,0.596572914,0.268292683,0.852941176,0,0.777777778,0.857692308,0.45,1,0,0.076923077,0.4,0,0.8,0.5,0.5,0.924825397,0.75,1,0,0,0.991666667,0.9,1,0,0,0.263333333,0.09,0.59,0.591666667,0.493333333,0.69,0,1,0,0,1,0,0.7676,-0.251761745,-0.131904762,-0.115659341,0.016666667,0,-1,0,-1,0,-1,-1,3
132,0.816730092,0,1,0.111111111,0.111111111,0.9,0,1,0.076923077,0.076923077,0.4,0,0.8,0.5,0.5,0.917066667,0,1,0.08,0.08,0.916666667,0,1,0.083333333,0.083333333,1,1,1,0.91,0.88,0.94,1,0,0,1,3,0,0.9008,-0.230833229,-0.154761905,-0.166367521,-0.166666667,1,2,1,1,0,-1,-1,3
173,0.624726339,0,0.878787879,0.111111111,0.555555556,0.594615385,0,1,0.230769231,0.461538462,0.2,0,0.4,0.5,1,0.657771429,0,1,0.24,0.36,0.75,0,1,0.25,0.25,0.363333333,0.08,0.71,0.783333333,0.78,0.786666667,0,1,1,0,0,2,0.6216,0.02856207,-0.036428571,-0.312335165,-0.166666667,1,0,0,-1,0,-1,-1,3
265,0.7126975,0.515151515,0.825,0,0.222222222,0.896153846,0.54,1,0,0.076923077,0.9,0.8,1,0,0,0.948104762,0.733333333,1,0,0,1,1,1,0,0,0.823333333,0.57,1,0.806666667,0.76,0.853333333,1,0,0,0,1,6,0.8734,0.061838092,-0.16,-0.04920177,0,0,-1,0,-1,0,-1,-1,3
148,0.691722201,0.43902439,0.825,0,0.333333333,0.962307692,0.88,1,0,0,0.8,0.8,0.8,0,0,0.935333333,0.6,1,0,0.04,0.965277778,0.583333333,1,0,0.083333333,0.616666667,0.33,1,0.715,0.67,0.76,1,0,0,1,0,0,0.8763,-0.06853815,-0.007380952,-0.038568376,-0.069444444,1,2.67,1,3,1,3.33,-1,3
187,0.589078747,0.282051282,0.9375,0,0.666666667,0.674615385,0,1,0.076923077,0.384615385,0.4,0.2,0.6,0,1,0.907028571,0.6,1,0,0.08,0.566964286,0,1,0.333333333,0.416666667,0.513333333,0.12,0.95,0.513333333,0.5,0.526666667,1,0,0,1,0,0,0.687,-0.283292739,-0.472857143,-0.023131868,-0.491071429,0,-1,0,-1,0,-1,-1,3
208,0.836636619,0.727272727,0.909090909,0,0,0.791538462,0,1,0.076923077,0.230769231,0.9,0.8,1,0,0,0.963709524,0.76,1,0,0,0.833333333,0,1,0.166666667,0.166666667,1,1,1,0.766666667,0.753333333,0.78,1,0,0,1,0,0,0.8505,-0.000990066,-0.340238095,-0.016081349,-0.333333333,1,3,0,-1,0,-1,-1,3
149,0.817581019,0.609756098,0.9,0,0.111111111,0.745384615,0,1,0.153846154,0.230769231,0.5,0,1,0.5,0.5,0.8992,0,1,0.04,0.08,0.519345238,0,1,0.416666667,0.5,0.76,0.28,1,0.718333333,0.65,0.786666667,1,0,1,0,0,3,0.7929,-0.076432012,-0.372142857,-0.117407407,-0.294642857,1,2,1,2.67,1,2,-1,3
61,0.733869091,0.463414634,0.891304348,0,0.444444444,0.749230769,0.44,1,0,0.461538462,0.9,0.8,1,0,0,0.85131746,0.45,1,0,0.2,0.909722222,0,1,0.083333333,0.083333333,0.633333333,0.32,0.98,0.878333333,0.81,0.946666667,1,0,0,1,0,0,0.778,-0.049610053,-0.249285714,-0.171019027,-0.180555556,1,2.67,1,2,1,1.33,-1,3
186,0.892949002,0.731707317,1,0,0,0.749230769,0,1,0.076923077,0.307692308,1,1,1,0,0,0.90051746,0,1,0.04,0.04,0.719345238,0,1,0.25,0.25,0.953333333,0.86,1,0.801666667,0.753333333,0.85,1,0,1,0,0,3,0.8267,-0.108993088,-0.305,-0.112907509,-0.194642857,1,1.67,1,2.33,0,-1,-1,3
206,0.608578703,0.424242424,0.787878788,0,0.888888889,0.827692308,0.61,1,0,0.230769231,0.5,0.2,0.8,0,0.5,0.917892063,0.6,1,0,0.08,0.994047619,0.928571429,1,0,0,0.58,0.29,0.9,0.555,0.53,0.58,1,0,0,0,0,2,0.7803,-0.028064228,-0.100952381,0.038954009,-0.011904762,0,-1,0,-1,0,-1,-1,3
364,0.877215485,0.727272727,0.974358974,0,0,0.949230769,0.83,1,0,0,0.9,0.8,1,0,0,0.993333333,0.9,1,0,0,0.994047619,0.928571429,1,0,0,1,1,1,0.873333333,0.866666667,0.88,1,0,0,0,0,4,0.9462,0.051448745,-0.001666667,0.002136752,-0.011904762,0,-1,0,-1,0,-1,-1,3
76,0.607510958,0,0.852941176,0.222222222,0.222222222,0.468461538,0,1,0.384615385,0.615384615,0,0,0,1,1,0.58911746,0,1,0.28,0.48,0.561309524,0,1,0.416666667,0.416666667,0.306666667,0,0.92,0,0,0,1,0,0,0,1,0,0.4862,-0.42487842,-0.693571429,-0.566678877,-0.527380952,0,-1,0,-1,0,-1,-1,3
175,0.699100291,0.606060606,0.9,0,0.555555556,0.679230769,0.39,1,0,0.538461538,0.4,0.4,0.4,0,1,0.899080952,0,1,0.04,0.08,0.660714286,0,1,0.333333333,0.333333333,0.886666667,0.76,0.97,0.6,0.58,0.62,1,0,0,0,0,2,0.7382,-0.020633971,-0.072857143,-0.098170279,-0.011904762,0,-1,0,-1,0,-1,-1,3
21,0.569904523,0,0.882352941,0.111111111,0.777777778,0.747692308,0,1,0.153846154,0.307692308,0,0,0,1,1,0.780812698,0,1,0.16,0.2,0.795039683,0,1,0.166666667,0.166666667,0.923333333,0.9,0.95,0.75,0.7,0.8,0,1,0,0,1,0,0.7462,-0.250682738,-0.165952381,-0.355729548,-0.359920635,1,0,0,-1,0,-1,-1,3
199,0.539977641,0.384615385,0.6875,0,1,0.893846154,0.74,1,0,0,0.5,0.2,0.8,0,0.5,0.960190476,0.7,1,0,0,0.987847222,0.916666667,1,0,0,0.476666667,0.08,1,0.616666667,0.58,0.653333333,1,0,1,0,0,3,0.8066,0.019050627,-0.103095238,-0.051648352,-0.003472222,0,-1,0,-1,0,-1,-1,3
202,0.40227145,0.025641026,0.625,0,1,0.713846154,0,1,0.153846154,0.307692308,0.4,0.2,0.6,0,1,0.875949206,0.1,1,0,0.08,0.940277778,0.7,1,0,0,0.256666667,0,0.75,0.536666667,0.46,0.613333333,1,0,0,1,0,0,0.655,-0.269481484,-0.520952381,-0.155569801,0.063888889,0,-1,0,-1,0,-1,-1,3
196,0.463965503,0.073170732,0.764705882,0,0.888888889,0.444615385,0,1,0.384615385,0.615384615,0,0,0,1,1,0.793777778,0,1,0.04,0.24,0.596160714,0,1,0.25,0.416666667,0.443333333,0.18,0.92,0.6,0.56,0.64,1,0,0,0,1,0,0.5267,-0.254058902,-0.59047619,-0.190135328,-0.237956349,0,-1,0,-1,0,-1,-1,3
20,0.428042843,0.097560976,0.647058824,0,1,0.863846154,0.51,1,0,0.153846154,0.8,0.8,0.8,0,0,0.876749206,0.2,1,0,0.08,0.824503968,0,1,0.083333333,0.083333333,0.353333333,0.08,0.79,0.555,0.51,0.6,1,0,0,0,2,6,0.7413,-0.216148256,-0.08452381,-0.088579569,-0.262103175,0,-1,0,-1,0,-1,-1,3
137,0.89784733,0.727272727,1,0,0,0.92,0.72,1,0,0,0.8,0.8,0.8,0,0,0.950536508,0.75,1,0,0,0.996527778,0.958333333,1,0,0,0.96,0.88,1,0.881666667,0.83,0.933333333,1,0,1,0,0,2,0.9262,-0.020645648,-0.052619048,-0.083207672,-0.006944444,0,-1,0,-1,0,-1,-1,3
