"Code","Q Avg","Q Min","Q Max","Q % Zeros","Q % below 70%","P Avg","P Min","P Max","P % Zeros","P % below 70%","PRE Avg","PRE Min","PRE Max","PRE % Zeros","PRE % below 70%","L Avg","L Min","L Max","L % Zeros","L % below 70%","R Avg","R Min","R Max","R % Zeros","R % below 70%","OLE Avg","OLE Min","OLE Max","Exam Avg","Exam Min","Exam Max","Male","Female","CS Major","ECE major","Standing","Math Class","415 Final Grade","Q Diff","P Diff","L Diff","R Diff","Took 416","416 Grade","Took 515","515 Grade","Took 520","520 Grade","Graduated with CS Degree","Semester"
75,0.653827174,0.358974359,0.975,0,0.444444444,0.774615385,0.06,1,0,0.153846154,0,0,0,1,1,0.896863492,0.5,1,0,0.12,0.825625,0,1,0.083333333,0.166666667,0.313333333,0.06,0.63,0.616666667,0.613333333,0.62,1,0,1,0,0,2,0.7324,-0.270392869,-0.058095238,-0.066465201,-0.317916667,0,-1,0,-1,0,-1,-1,3
49,0.844487438,0,1,0.111111111,0.111111111,0.9,0,1,0.076923077,0.076923077,1,1,1,0,0,0.952095238,0,1,0.04,0.04,1,1,1,0,0,0.986666667,0.96,1,0.923333333,0.9,0.946666667,1,0,0,0,1,0,0.9138,-0.203552998,-0.167142857,-0.076144689,0,0,-1,0,-1,0,-1,-1,3
384,0.833225254,0.633333333,0.95,0,0.222222222,0.91,0.83,1,0,0,1,1,1,0,0,0.966044444,0.8,1,0,0,0.916666667,0,1,0.083333333,0.083333333,0.746666667,0.27,1,0.863333333,0.826666667,0.9,1,0,0,1,0,0,0.9028,-0.024908953,0.012380952,0.001552707,-0.166666667,1,3,1,1,0,-1,-1,3
74,0.63153503,0.424242424,0.8375,0,0.666666667,0.881538462,0.55,1,0,0.076923077,0.5,0,1,0.5,0.5,0.948380952,0.75,1,0,0,0.969444444,0.8,1,0,0,0.52,0.21,0.84,0.701666667,0.61,0.793333333,1,0,1,0,0,3,0.8195,-0.036803535,-0.117380952,0.003113553,0.005555556,1,2.33,1,2.33,0,-1,-1,3
73,0.235690236,0,0.9,0.666666667,0.777777778,0.147692308,0,1,0.846153846,0.846153846,0.5,0,1,0.5,0.5,0.2648,0,1,0.68,0.76,0.495833333,0,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0.1929,-0.424242424,-0.274285714,-0.509230769,-0.991666667,0,-1,1,2.33,0,-1,-1,3
45,0.601843411,0.35,0.852941176,0,0.777777778,0.926153846,0.78,1,0,0,0.4,0.2,0.6,0,1,0.951720635,0.2,1,0,0.04,0.991666667,0.9,1,0,0,0.806666667,0.47,1,0.668333333,0.646666667,0.69,1,0,0,0,1,4,0.8602,0.051915055,-0.011428571,-0.076314611,0.016666667,1,2,1,1.67,0,-1,-1,3
85,0.415618676,0,0.766666667,0.333333333,0.777777778,0.402307692,0,1,0.538461538,0.615384615,0.8,0.8,0.8,0,0,0.539809524,0,1,0.4,0.48,0.466666667,0,1,0.5,0.583333333,0.283333333,0,0.85,0.31,0,0.62,1,0,0,0,0,0,0.4382,-0.542678834,-0.747142857,-0.854945055,-0.933333333,0,-1,0,-1,0,-1,-1,3
52,0.570587432,0.333333333,0.8,0,0.777777778,0.782307692,0.36,1,0,0.307692308,0.5,0,1,0.5,0.5,0.88454127,0,1,0.04,0.04,0.777380952,0,1,0.166666667,0.166666667,0.3,0,0.85,0.605,0.55,0.66,1,0,0,0,0,2,0.7245,-0.169333358,-0.162142857,-0.092467186,-0.078571429,0,-1,0,-1,0,-1,-1,3
305,0.546604121,0.146341463,0.787878788,0,0.666666667,0.705384615,0,1,0.076923077,0.230769231,0.5,0.2,0.8,0,0.5,0.774692063,0.1,1,0,0.24,0.740327381,0,1,0.166666667,0.333333333,0.36,0.03,0.95,0.676666667,0.58,0.773333333,1,0,0,1,0,0,0.6738,-0.336307171,-0.25452381,-0.201534392,-0.290178571,0,-1,0,-1,0,-1,-1,3
242,0.667953024,0,0.95,0.222222222,0.222222222,0.362307692,0,0.99,0.538461538,0.692307692,0,0,0,1,1,0.852590476,0,1,0.12,0.12,0.554761905,0,1,0.333333333,0.416666667,0.596666667,0,1,0.808333333,0.806666667,0.81,1,0,0,0,1,0,0.5459,-0.443536178,-0.508809524,-0.291840659,0.065079365,0,-1,0,-1,0,-1,-1,3
126,0.789046901,0.6,0.9,0,0.222222222,0.864615385,0.53,1,0,0.153846154,1,1,1,0,0,0.904857143,0.32,1,0,0.08,0.983928571,0.857142857,1,0,0,0.696666667,0.17,1,0.745,0.73,0.76,1,0,1,0,0,2,0.8521,0.007842158,-0.209761905,-0.138079976,-0.01547619,1,2,1,2,0,-1,-1,3
224,0.280527751,0,0.575757576,0.333333333,1,0.124615385,0,0.95,0.846153846,0.923076923,0,0,0,1,1,0.374436508,0,1,0.52,0.64,0.618650794,0,1,0.333333333,0.333333333,0.126666667,0,0.38,0.381666667,0.273333333,0.49,1,0,0,1,1,0,0.2389,-0.49341149,-0.231428571,-0.710054182,-0.354365079,0,-1,0,-1,0,-1,-1,3
313,0.775208998,0.633333333,0.95,0,0.555555556,0.876923077,0.73,1,0,0,0.6,0.6,0.6,0,1,0.939549206,0.65,1,0,0.04,0.8125,0,1,0.166666667,0.166666667,0.776666667,0.41,1,0.783333333,0.74,0.826666667,1,0,1,0,0,3,0.8658,0.020623988,-0.127380952,-0.008061661,-0.375,1,3,1,2,0,-1,-1,3
382,0.833771289,0.757575758,0.951219512,0,0,0.783846154,0,1,0.076923077,0.153846154,0.4,0,0.8,0.5,0.5,0.923530159,0.733333333,1,0,0,0.880059524,0,1,0.083333333,0.083333333,0.843333333,0.53,1,0.786666667,0.76,0.813333333,1,0,0,1,0,0,0.8292,0.051018822,-0.072142857,-0.082032967,-0.206547619,1,1,1,0,0,-1,-1,3
39,0.91082165,0.804878049,1,0,0,0.926153846,0.85,1,0,0,0.7,0.4,1,0,0.5,0.94751746,0.32,1,0,0.04,0.903769841,0,1,0.083333333,0.083333333,1,1,1,0.91,0.9,0.92,1,0,1,0,0,2,0.9336,-0.041226155,-0.01452381,-0.04543956,-0.192460317,1,3.67,1,3,0,-1,-1,3
331,0.70721883,0.545454545,0.804878049,0,0.333333333,0.878461538,0.7,1,0,0,0.8,0.6,1,0,0.5,0.900031746,0.48,1,0,0.12,0.950575397,0.778333333,1,0,0,0.906666667,0.84,0.98,0.693333333,0.68,0.706666667,1,0,1,0,0,2,0.8499,0.137746378,-0.04047619,0.024333537,-0.08218254,1,0,1,2.33,1,3,-1,3
246,0.618035906,0.475,0.852941176,0,0.888888889,0.619230769,0,1,0.230769231,0.461538462,0.7,0.4,1,0,0.5,0.756977778,0,1,0.16,0.28,0.725,0,1,0.25,0.25,0.553333333,0.13,1,0.628333333,0.606666667,0.65,1,0,0,0,2,0,0.6576,-0.034720014,-0.503095238,-0.493475783,-0.45,0,-1,0,-1,0,-1,-1,3
250,0.69986663,0.393939394,0.891304348,0,0.444444444,0.696153846,0,1,0.153846154,0.307692308,0.6,0.4,0.8,0,0.5,0.945942857,0.366666667,1,0,0.04,0.964900794,0.833333333,1,0,0,0.626666667,0.4,1,0.783333333,0.76,0.806666667,1,0,1,0,0,2,0.7495,0.142119705,-0.277619048,-0.061642247,-0.070198413,0,-1,0,-1,0,-1,-1,3
235,0.830373715,0.606060606,0.970588235,0,0.111111111,0.939230769,0.87,1,0,0,0.9,0.8,1,0,0,0.946888889,0.6,1,0,0.08,1,1,1,0,0,0.97,0.95,1,0.823333333,0.806666667,0.84,1,0,1,0,0,3,0.9214,0.100667063,-0.02952381,0.025569801,0,1,3.67,1,2.33,1,3,-1,3
281,0.540047423,0.333333333,0.717391304,0,0.777777778,0.812307692,0.47,1,0,0.153846154,0.4,0.4,0.4,0,1,0.928228571,0.5,1,0,0.04,0.893472222,0,1,0.083333333,0.083333333,0.636666667,0.46,0.95,0.716666667,0.633333333,0.8,1,0,1,0,0,2,0.7765,0.048796542,-0.081666667,-0.103634514,0.120277778,1,1.33,0,-1,0,-1,-1,3
160,0.465344992,0.146341463,0.588235294,0,1,0.568461538,0,1,0.230769231,0.615384615,0.7,0.6,0.8,0,0.5,0.8418,0,1,0.04,0.12,0.793918651,0,1,0.083333333,0.166666667,0.326666667,0.03,0.86,0.536666667,0.52,0.553333333,1,0,0,1,0,0,0.592,-0.196600104,0.129761905,-0.21119709,0.015337302,0,-1,0,-1,0,-1,-1,3
255,0.677597403,0.512195122,0.787878788,0,0.555555556,0.676923077,0,1,0.230769231,0.230769231,0.6,0.2,1,0,0.5,0.920438095,0,1,0.04,0.04,0.720833333,0,1,0.25,0.25,0.57,0.31,1,0.58,0.56,0.6,1,0,1,0,0,3,0.7159,-0.065546217,-0.57,-0.14270757,-0.483333333,1,0,0,-1,0,-1,-1,3
375,0.621589694,0,0.909090909,0.111111111,0.444444444,0.502307692,0,1,0.307692308,0.538461538,0,0,0,1,1,0.595079365,0,1,0.32,0.44,0.408333333,0,1,0.583333333,0.583333333,0.393333333,0.07,1,0.595,0.56,0.63,1,0,0,0,1,0,0.5423,-0.219457949,-0.567619048,-0.427681115,-0.15,0,-1,0,-1,0,-1,-1,3
298,0.512893642,0,1,0.444444444,0.444444444,0.87,0,1,0.076923077,0.076923077,0.5,0,1,0.5,0.5,0.96,0,1,0.04,0.04,0.333333333,0,1,0.666666667,0.666666667,1,1,1,0.953333333,0.92,0.986666667,1,0,0,1,1,0,0.8428,-0.923208556,-0.241428571,-0.083333333,-0.333333333,1,0,0,-1,0,-1,-1,3
11,0.395494803,0,0.733333333,0.333333333,0.888888889,0.853076923,0.39,1,0,0.153846154,0,0,0,1,1,0.676171429,0,1,0.2,0.4,0.083333333,0,1,0.916666667,0.916666667,0.72,0.28,0.95,0.763333333,0.72,0.806666667,1,0,0,0,1,4,0.7217,-0.190477602,-0.182142857,-0.251031746,-0.166666667,0,-1,0,-1,0,-1,-1,3
319,0.636257784,0.424242424,0.794117647,0,0.444444444,0.89,0.63,1,0,0.076923077,0.6,0.4,0.8,0,0.5,0.959047619,0.6,1,0,0.04,0.989583333,0.875,1,0,0,0.706666667,0.15,1,0.663333333,0.66,0.666666667,1,0,1,0,0,2,0.8446,0.058488436,-0.11452381,-0.00976801,0.020833333,1,2.67,1,3,0,-1,-1,3
339,0.610497825,0.435897436,0.75,0,0.555555556,0.613076923,0,1,0.307692308,0.384615385,0.7,0.4,1,0,0.5,0.884028571,0,1,0.04,0.08,0.906746032,0.5,1,0,0.166666667,0.346666667,0.08,0.81,0.635,0.56,0.71,1,0,0,0,1,4,0.6507,-0.045403957,-0.411190476,-0.051639703,-0.186507937,0,-1,0,-1,0,-1,-1,3
159,0.805305212,0.636363636,0.95,0,0.222222222,0.76,0,0.96,0.076923077,0.230769231,0.4,0,0.8,0.5,0.5,0.833111111,0,1,0.12,0.16,0.916666667,0,1,0.083333333,0.083333333,0.926666667,0.8,1,0.868333333,0.846666667,0.89,1,0,1,0,2,2,0.8096,0.069249562,-0.188809524,-0.274679487,-0.166666667,1,3.67,1,0.67,0,-1,-1,3
300,0.492878486,0,0.941176471,0.333333333,0.555555556,0.445384615,0,1,0.538461538,0.538461538,0.5,0,1,0.5,0.5,0.62,0,1,0.36,0.36,0.5,0,1,0.5,0.5,0.333333333,0,1,0.333333333,0,0.666666667,1,0,0,1,0,0,0.4916,-0.535007363,-0.827142857,-0.743589744,-0.666666667,0,-1,0,-1,0,-1,-1,3
222,0.805329096,0.666666667,0.913043478,0,0.222222222,0.925384615,0.78,1,0,0,0.9,0.8,1,0,0,0.948920635,0.533333333,1,0,0.08,0.98125,0.875,1,0,0,0.676666667,0.31,0.87,0.836666667,0.82,0.853333333,1,0,0,0,2,0,0.8928,0.051014529,-0.028571429,-0.070039683,0.0375,1,3.33,1,3,1,2.67,-1,3
42,0.837256591,0.636363636,0.975,0,0.111111111,0.960769231,0.88,1,0,0,0.9,0.8,1,0,0,0.967561905,0.666666667,1,0,0.04,0.994047619,0.928571429,1,0,0,0.973333333,0.92,1,0.88,0.88,0.88,1,0,1,0,0,4,0.9396,0.16460273,0.026428571,-0.031101954,-0.011904762,1,3.67,1,1.67,1,2,-1,3
62,0.648703051,0.390243902,0.9,0,0.555555556,0.867692308,0.71,1,0,0,0.9,0.8,1,0,0,0.908152381,0.633333333,1,0,0.04,0.778769841,0,1,0.083333333,0.333333333,0.55,0.08,1,0.711666667,0.67,0.753333333,1,0,0,1,0,0,0.8118,-0.298456237,-0.011190476,-0.052816443,-0.386904762,1,1.67,0,-1,0,-1,-1,3
227,0.879250518,0.633333333,1,0,0.111111111,0.876153846,0.58,1,0,0.153846154,0,0,0,1,1,0.892873016,0,1,0.04,0.08,0.979166667,0.75,1,0,0,1,1,1,0.896666667,0.84,0.953333333,1,0,0,0,3,0,0.8908,0.095573025,-0.125952381,0.166394485,0.041666667,1,3.67,0,-1,0,-1,-1,3
397,0.860807428,0.606060606,1,0,0.111111111,0.992307692,0.93,1,0,0,0.9,0.8,1,0,0,0.982222222,0.8,1,0,0,1,1,1,0,0,0.95,0.85,1,0.906666667,0.88,0.933333333,1,0,0,0,2,0,0.9633,0.122418316,0.011190476,-0.021011396,0,1,3.67,1,3,0,-1,-1,3
348,0.625960909,0.43902439,0.775,0,0.777777778,0.52,0,1,0.307692308,0.538461538,0.2,0,0.4,0.5,1,0.690984127,0,1,0.24,0.32,0.798611111,0,1,0.166666667,0.166666667,0.083333333,0,0.25,0.566666667,0.56,0.573333333,1,0,0,0,0,2,0.5429,-0.127182875,-0.436428571,-0.219485144,-0.319444444,0,-1,0,-1,0,-1,-1,3
55,0.740503629,0.533333333,0.869565217,0,0.222222222,0.771538462,0.29,1,0,0.230769231,0.7,0.4,1,0,0.5,0.895638095,0.3,1,0,0.12,0.988095238,0.928571429,1,0,0,0.863333333,0.69,1,0.746666667,0.74,0.753333333,1,0,0,0,1,4,0.804,0.116059636,0.018809524,0.016909849,-0.023809524,0,-1,0,-1,0,-1,-1,3
88,0.904869747,0.733333333,1,0,0,0.726923077,0,1,0.076923077,0.384615385,0.4,0,0.8,0.5,0.5,0.956761905,0.6,1,0,0.04,0.954236111,0.75,1,0,0,0.986666667,0.96,1,0.886666667,0.88,0.893333333,1,0,0,0,1,0,0.8306,0.04163875,0.002619048,0.013705739,-0.047361111,0,-1,0,-1,0,-1,-1,3
314,0.548896362,0.292682927,0.75,0,0.777777778,0.826923077,0.56,1,0,0.076923077,0.6,0.6,0.6,0,1,0.852292063,0.3,1,0,0.12,0.793650794,0,1,0.166666667,0.166666667,0.306666667,0.15,0.59,0.611666667,0.573333333,0.65,1,0,1,0,0,2,0.7376,-0.149675699,-0.127380952,-0.139226699,-0.051587302,0,-1,0,-1,0,-1,-1,3
113,0.728725741,0.58974359,0.882352941,0,0.444444444,0.67,0,1,0.076923077,0.461538462,0.8,0.8,0.8,0,0,0.934393651,0.4,1,0,0.04,0.986111111,0.833333333,1,0,0,0.693333333,0.16,1,0.751666667,0.75,0.753333333,1,0,1,0,0,3,0.7508,0.012574093,-0.355952381,-0.02785816,-0.027777778,1,0,0,-1,0,-1,-1,3
330,0.451942668,0.102564103,0.85,0,0.777777778,0.763846154,0,1,0.076923077,0.153846154,0.6,0.4,0.8,0,0.5,0.76278254,0,1,0.04,0.2,0.639136905,0,1,0.25,0.416666667,0.306666667,0.04,0.83,0.675,0.51,0.84,1,0,0,1,0,0,0.6767,-0.409693168,-0.1,-0.151254324,-0.15922619,0,-1,0,-1,0,-1,-1,3
301,0.62586073,0.454545455,0.823529412,0,0.666666667,0.473076923,0,0.95,0.384615385,0.538461538,0.4,0.2,0.6,0,1,0.64967619,0,1,0.16,0.4,0.384920635,0,1,0.583333333,0.583333333,0.606666667,0.17,0.95,0.703333333,0.68,0.726666667,1,0,1,0,1,2,0.5696,0.052712044,-0.767142857,-0.248156288,0.130952381,0,-1,0,-1,0,-1,-1,3
127,0.699327071,0.56097561,0.95,0,0.666666667,0.9,0.75,1,0,0,0.8,0.6,1,0,0.5,0.976653968,0.76,1,0,0,0.988095238,0.857142857,1,0,0,0.416666667,0.13,0.95,0.751666667,0.69,0.813333333,1,0,0,0,0,2,0.8391,-0.176019437,-0.120714286,0.001270859,-0.023809524,0,-1,0,-1,0,-1,-1,3
161,0.586575603,0.268292683,0.925,0,0.888888889,0.89,0.63,1,0,0.153846154,0.8,0.6,1,0,0.5,0.78907619,0.333333333,1,0,0.32,0.822916667,0,1,0.166666667,0.166666667,0.646666667,0.48,0.87,0.668333333,0.606666667,0.73,1,0,0,0,1,0,0.7996,-0.231722272,-0.074285714,-0.127611416,-0.3125,0,-1,0,-1,0,-1,-1,3
229,0.604751818,0.317073171,0.823529412,0,0.777777778,0.882307692,0.42,1,0,0.076923077,1,1,1,0,0,0.92032381,0.64,1,0,0.04,0.820535714,0,1,0.083333333,0.25,0.393333333,0.1,0.95,0.708333333,0.65,0.766666667,0,1,0,0,0,0,0.7975,-0.145464827,-0.118809524,0.025196378,0.049404762,0,-1,0,-1,0,-1,-1,3
36,0.751004083,0.609756098,0.8875,0,0.444444444,0.900769231,0.78,1,0,0,0.9,0.8,1,0,0,0.952222222,0.6,1,0,0.04,0.880952381,0.5,1,0,0.25,0.763333333,0.39,1,0.743333333,0.62,0.866666667,1,0,0,1,0,0,0.8701,-0.10293132,-0.088095238,0.041132479,-0.238095238,1,1.33,0,-1,0,-1,-1,3
359,0.765684568,0.515151515,0.923076923,0,0.222222222,0.904615385,0.67,1,0,0.076923077,0.6,0.4,0.8,0,0.5,0.915549206,0.55,1,0,0.04,0.083333333,0,1,0.916666667,0.916666667,0.703333333,0.48,1,0.735,0.71,0.76,1,0,0,1,0,0,0.8368,0.066974769,-0.00547619,-0.073527676,-0.166666667,1,0,0,-1,0,-1,-1,3
181,0.619955349,0.43902439,0.8,0,0.666666667,0.886923077,0.62,1,0,0.076923077,0.7,0.6,0.8,0,0.5,0.957126984,0.8,1,0,0,0.969047619,0.75,1,0,0,0.526666667,0.15,1,0.751666667,0.75,0.753333333,1,0,0,0,0,0,0.8278,-0.034111161,-0.087142857,-0.022163716,-0.045238095,0,-1,0,-1,0,-1,-1,3
345,0.944933627,0.847826087,1,0,0,0.97,0.85,1,0,0,1,1,1,0,0,0.977309524,0.8,1,0,0,0.991666667,0.9,1,0,0,0.936666667,0.92,0.95,0.936666667,0.913333333,0.96,1,0,0,0,4,0,0.9634,-0.081626613,-0.043333333,-0.003773657,0.016666667,0,-1,0,-1,0,-1,-1,3
102,0.438991936,0,0.85,0.111111111,0.777777778,0.427692308,0,1,0.461538462,0.615384615,0.4,0,0.8,0.5,0.5,0.888225397,0,1,0.04,0.08,0.90530754,0.778333333,1,0,0,0.483333333,0.06,0.96,0.488333333,0.486666667,0.49,1,0,0,0,0,0,0.5379,-0.33559702,-0.419761905,-0.097993997,-0.059107143,0,-1,0,-1,0,-1,-1,3
162,0.763334608,0.566666667,0.925,0,0.222222222,0.953846154,0.8,1,0,0,0.9,0.8,1,0,0,0.957222222,0.766666667,1,0,0,0.775892857,0,1,0.166666667,0.166666667,0.813333333,0.44,1,0.856666667,0.82,0.893333333,1,0,1,0,3,3,0.9094,0.077870514,-0.028809524,-0.027815934,0.293452381,1,3.33,0,-1,0,-1,-1,3
84,0.54443083,0.268292683,0.735294118,0,0.888888889,0.856923077,0.59,1,0,0.153846154,0.8,0.8,0.8,0,0,0.95608254,0.6,1,0,0.04,0.962797619,0.75,1,0,0,0.46,0.1,0.98,0.678333333,0.626666667,0.73,0,1,0,0,1,4,0.791,-0.078867532,-0.096428571,0.010306268,-0.032738095,0,-1,0,-1,0,-1,-1,3
180,0.944808727,0.866666667,1,0,0,0.946923077,0.78,1,0,0,1,1,1,0,0,0.950961905,0.566666667,1,0,0.04,0.975198413,0.857142857,1,0,0,0.9,0.7,1,0.943333333,0.92,0.966666667,0,0,1,0,4,6,0.9479,-0.019180364,-0.080952381,-0.081710928,-0.049603175,0,-1,0,-1,0,-1,-1,3
374,0.562889251,0.268292683,0.739130435,0,0.888888889,0.732307692,0.3,1,0,0.307692308,0.9,0.8,1,0,0,0.932253968,0.6,1,0,0.08,0.822420635,0,1,0.083333333,0.25,0.346666667,0.06,0.78,0.513333333,0.5,0.526666667,1,0,0,0,2,2,0.7044,-0.104956403,-0.301428571,-0.006827432,-0.35515873,0,-1,0,-1,0,-1,-1,3
155,0.836205202,0.717948718,0.939393939,0,0,0.813846154,0,1,0.076923077,0.153846154,0.9,0.8,1,0,0,0.966761905,0.714285714,1,0,0,0.989880952,0.928571429,1,0,0,0.766666667,0.57,0.93,0.821666667,0.79,0.853333333,0,1,1,0,4,6,0.849,-0.082014232,-0.285714286,-0.021932234,-0.003571429,0,-1,0,-1,0,-1,-1,3
244,0.796222692,0.585365854,0.909090909,0,0.111111111,0.730769231,0,1,0.076923077,0.307692308,0.5,0,1,0.5,0.5,0.756107937,0,1,0.04,0.36,0.666666667,0,1,0.333333333,0.333333333,0.876666667,0.76,0.95,0.761666667,0.753333333,0.77,1,0,0,0,1,2,0.7705,-0.059033703,-0.202619048,-0.272506105,0,0,-1,0,-1,0,-1,-1,3
231,0.719432086,0.536585366,0.85,0,0.333333333,0.773846154,0,0.95,0.076923077,0.153846154,0.8,0.6,1,0,0.5,0.927628571,0.6,1,0,0.08,0.944444444,0.583333333,1,0,0.083333333,0.75,0.45,1,0.735,0.71,0.76,1,0,0,1,0,0,0.7978,-0.118911497,0.107380952,-0.049125458,-0.027777778,1,2.33,1,2,1,1.67,-1,3
41,0.596744156,0.317073171,0.85,0,0.777777778,0.759230769,0.2,1,0,0.230769231,0.8,0.8,0.8,0,0,0.90248254,0.1,1,0,0.08,0.935019841,0.5,1,0,0.083333333,0.5,0.22,0.98,0.586666667,0.573333333,0.6,1,0,0,1,0,0,0.7366,-0.272873778,-0.379285714,-0.104107652,0.036706349,0,-1,0,-1,0,-1,-1,3
356,0.903358878,0.787878788,1,0,0,0.927692308,0.77,1,0,0,0.9,0.8,1,0,0,0.986095238,0.85,1,0,0,0.986180556,0.916666667,1,0,0,0.99,0.97,1,0.891666667,0.85,0.933333333,1,0,1,0,0,3,0.9387,0.03198261,-0.029761905,-0.021336996,-0.000138889,1,3.67,1,2.67,0,-1,-1,3
380,0.779594154,0.666666667,0.902439024,0,0.222222222,0.912307692,0.65,1,0,0.076923077,0.8,0.8,0.8,0,0,0.953453968,0.7,1,0,0,0.989464286,0.928571429,1,0,0,0.716666667,0.39,0.96,0.761666667,0.75,0.773333333,1,0,1,0,2,2,0.8807,0.059688451,-0.10952381,0.013834961,-0.021071429,1,2,0,-1,0,-1,-1,3
79,0.946485525,0.891304348,1,0,0,0.962307692,0.87,1,0,0,0.7,0.6,0.8,0,0.5,0.948492063,0.7,1,0,0,0.709821429,0,1,0.25,0.25,0.983333333,0.95,1,0.84,0.78,0.9,1,0,1,0,2,1,0.943,-0.030527889,0.023571429,-0.035574379,0.12797619,1,3.33,1,4,0,-1,-1,3
6,0.6491579,0.484848485,0.775,0,0.555555556,0.648461538,0,1,0.153846154,0.384615385,0,0,0,1,1,0.879587302,0,1,0.04,0.04,0.743055556,0,1,0.25,0.25,0.336666667,0.06,0.7,0.671666667,0.61,0.733333333,1,0,0,0,2,2,0.6722,-0.011299805,-0.195238095,-0.124944037,0.152777778,0,-1,0,-1,0,-1,-1,3
77,0.86741523,0.696969697,1,0,0.111111111,0.851538462,0.45,1,0,0.153846154,1,1,1,0,0,0.992571429,0.880952381,1,0,0,0.882291667,0,1,0.083333333,0.083333333,0.99,0.97,1,0.901666667,0.87,0.933333333,1,0,0,1,2,0,0.8964,0.058194963,-0.21952381,0.003601954,-0.18125,1,1,0,-1,0,-1,-1,3
263,0.798461338,0.585365854,0.95,0,0.222222222,0.910769231,0.73,1,0,0,0.8,0.8,0.8,0,0,0.922133333,0,1,0.04,0.08,0.875,0,1,0.083333333,0.166666667,0.936666667,0.85,1,0.803333333,0.78,0.826666667,1,0,0,0,0,2,0.8916,-0.070801561,-0.106666667,-0.117350427,0.083333333,0,-1,0,-1,0,-1,-1,3
366,0.750166821,0.564102564,0.96969697,0,0.333333333,0.813846154,0.17,1,0,0.153846154,0.6,0.4,0.8,0,0.5,0.976809524,0.8,1,0,0,0.969166667,0.791666667,1,0,0,0.86,0.58,1,0.763333333,0.72,0.806666667,1,0,1,0,0,3,0.8408,-0.036914092,-0.087619048,-0.020840965,-0.045,1,2.67,1,0.67,0,-1,-1,3
152,0.637155001,0.512195122,0.794117647,0,0.777777778,0.856923077,0.6,1,0,0.076923077,0.9,0.8,1,0,0,0.909,0.5,1,0,0.04,0.98125,0.875,1,0,0,0.416666667,0.12,0.93,0.775,0.76,0.79,1,0,0,1,0,0,0.8003,-0.022674643,-0.142857143,-0.079693223,0.0375,0,-1,0,-1,0,-1,-1,3
108,0.498733457,0.239130435,0.75,0,0.777777778,0.313846154,0,1,0.538461538,0.692307692,7.5,0.2,14.8,0,0.5,0.847295238,0,1,0.08,0.16,0.827380952,0,1,0.166666667,0.166666667,0.296666667,0,0.77,0.255,0,0.51,1,0,0,0,0,2,0.4875,-0.3061786,-0.551904762,-0.145261498,-0.345238095,0,-1,0,-1,0,-1,-1,3
33,0.788302846,0.606060606,0.853658537,0,0.111111111,0.673846154,0,1,0.153846154,0.461538462,0.9,0.8,1,0,0,0.939539683,0.6,1,0,0.04,0.916666667,0,1,0.083333333,0.083333333,0.78,0.34,1,0.721666667,0.653333333,0.79,1,0,0,1,0,0,0.7638,0.031555734,-0.459047619,0.004535511,-0.166666667,1,0,0,-1,0,-1,-1,3
117,0.692493187,0.341463415,0.891304348,0,0.444444444,0.580769231,0,1,0.153846154,0.384615385,0.8,0.6,1,0,0.5,0.907428571,0,1,0.08,0.08,0.963789683,0.833333333,1,0,0,0.543333333,0.12,0.93,0.626666667,0.62,0.633333333,1,0,1,0,0,2,0.6732,-0.122030704,-0.747380952,-0.185225885,-0.030753968,0,-1,0,-1,0,-1,-1,3
266,0.692255953,0.414634146,0.826086957,0,0.555555556,0.423076923,0,1,0.384615385,0.692307692,0.5,0.2,0.8,0,0.5,0.814380952,0,1,0.04,0.2,0.881944444,0,1,0.083333333,0.166666667,0.573333333,0.09,0.85,0.756666667,0.733333333,0.78,1,0,0,1,0,0,0.5877,-0.050813143,-0.45452381,-0.17493895,-0.236111111,0,-1,0,-1,0,-1,-1,3
134,0.934567261,0.848484848,1,0,0,0.983846154,0.92,1,0,0,0.5,0,1,0.5,0.5,0.9818,0.9,1,0,0,1,1,1,0,0,1,1,1,0.938333333,0.926666667,0.95,0,0,1,0,0,5,0.9727,0.041579812,0.020714286,-0.009070513,0,1,4,1,3.67,0,-1,-1,3